child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Cryptodira,"belongs to",Chelonia,"H. W.","Miller, Jr.",,,,1967
Trionychidae,"belongs to",Cryptodira,"H. W.","Miller, Jr.",,,,1967
Mosasauridae,"belongs to",Platynota,"H. W.","Miller, Jr.",,,,1967
Ornithomimidae,"belongs to",Theropoda,"H. W.","Miller, Jr.",,,,1967
Tyrannosauridae,"belongs to",Carnosauria,"H. W.","Miller, Jr.",,,,1967
Ornithopoda,"belongs to",Ornithischia,"H. W.","Miller, Jr.",,,,1967
Hadrosauridae,"belongs to",Ornithopoda,"H. W.","Miller, Jr.",,,,1967
Ichthyosauridae,"belongs to",Ichthyosauria,"R. M.",Appleby,,,,1967
Archaeoceti,"belongs to",Cetacea,"W. B.",Harland,"C. H.",Holland,"M. R. House, N. F. Hughes, A. B. Reynolds, M. J. S. Rudwick, G. E. Satterthwaite, L. B. H. Tarlo, E. C. Willey",1967
Odontoceti,"belongs to",Cetacea,"W. B.",Harland,"C. H.",Holland,"M. R. House, N. F. Hughes, A. B. Reynolds, M. J. S. Rudwick, G. E. Satterthwaite, L. B. H. Tarlo, E. C. Willey",1967
Mysticeti,"belongs to",Cetacea,"W. B.",Harland,"C. H.",Holland,"M. R. House, N. F. Hughes, A. B. Reynolds, M. J. S. Rudwick, G. E. Satterthwaite, L. B. H. Tarlo, E. C. Willey",1967
Panoplosaurinae,"belongs to",Ankylosauridae,"D. A.",Russell,"T. P.",Chamney,,1967
Ankylosaurinae,"belongs to",Ankylosauridae,"D. A.",Russell,"T. P.",Chamney,,1967
Plethodontinae,"belongs to",Plethodontidae,"J. A.",Holman,,,,1967
Colubrinae,"belongs to",Colubridae,G.,Underwood,,,,1967
Natricinae,"belongs to",Colubridae,G.,Underwood,,,,1967
Trichechidae,"belongs to",Trichechiformes,C.,"Paula Couto",,,,1967
Eusuchia,"belongs to",Crocodilia,"H. W.","Miller, Jr.",,,,1967
Hadrosaurinae,"belongs to",Hadrosauridae,"D. A.",Russell,"T. P.",Chamney,,1967
Saurolophinae,"belongs to",Hadrosauridae,"D. A.",Russell,"T. P.",Chamney,,1967
Lambeosaurinae,"belongs to",Hadrosauridae,"D. A.",Russell,"T. P.",Chamney,,1967
Carnosauria,"belongs to",Theropoda,"H. W.","Miller, Jr.",,,,1967
Titanosaurinae,"belongs to",Titanosauridae,"J. F.",Bonaparte,G.,Bossi,,1967
Platynota,"belongs to",Lacertilia,"H. W.","Miller, Jr.",,,,1967
Anguioidea,"belongs to",Anguimorpha,R.,Hoffstetter,,,,1967
Arcinae,"belongs to",Arcidae,"A. A.",Olsson,,,,1967
Scaphellinae,"belongs to",Volutidae,"A. A.",Olsson,,,,1967
Trachycardiinae,"belongs to",Cardiidae,"A. A.",Olsson,,,,1967
Pristidae,"belongs to",Batoidea,"H. W.","Miller, Jr.",,,,1967
Dinodontidae,"belongs to",Saurischia,"L. S.",Russell,,,,1967
Pachyrhinosauridae,"subjective synonym of",Ceratopsidae,W.,"Langston, Jr.",,,,1967
Pisanosauridae,"belongs to",Ornithopoda,"R. M.",Casamiquela,,,,1967
Trichechiformes,"belongs to",Sirenia,C.,"Paula Couto",,,,1967
Carchariidae,"belongs to",Galeoidea,"H. W.","Miller, Jr.",,,,1967
Labroidei,"belongs to",Percoidea,"H. W.","Miller, Jr.",,,,1967
Isuridae,"belongs to",Galeoidea,"H. W.","Miller, Jr.",,,,1967
Galeoidea,"belongs to",Selachii,"H. W.","Miller, Jr.",,,,1967
Cotylosauria,"belongs to",Anapsida,"R. L.",Carroll,,,,1967
Busyconidae,"belongs to",Buccinacea,"A. A.",Olsson,,,,1967
Theropoda,"belongs to",Saurischia,"H. W.","Miller, Jr.",,,,1967
Labyrinthodontia,"belongs to",Amphibia,"R. L.",Carroll,,,,1967
Lacertilia,"belongs to",Squamata,"H. W.","Miller, Jr.",,,,1967
Percoidea,"belongs to",Acanthopterygii,"H. W.","Miller, Jr.",,,,1967
Angariidae,"misspelling of",Angariidae,"H. L.",Abbass,,,,1967
Chaetetiporinae,"belongs to",Chaetetidae,"B. S.",Norford,,,,1967
Proheliolitidae,"belongs to",Heliolitoidea,"B. S.",Norford,,,,1967
Rhachitomi,"belongs to",Temnospondyli,"R. L.",Carroll,,,,1967
Blothrocrinidae,"belongs to",Dendrocrinida,"G. D.",Webster,"N. G.",Lane,,1967
Alloraphidiidae,"belongs to",Neuroptera,"F. M.",Carpenter,,,,1967
Phaenoschismatidae,"belongs to",Fissiculata,"R. O.",Fay,J.,Wanner,,1967
Temnospondyli,"belongs to",Labyrinthodontia,"R. L.",Carroll,,,,1967
Cyclidae,"belongs to",Cycloidea,R.,Goldring,,,,1967
Dendrerpetontidae,"belongs to",Edopoidea,"R. L.",Carroll,,,,1967
Ophthalmosauridae,"belongs to",Ichthyosauria,"R. M.",Appleby,,,,1967
Notocupedini,"belongs to",Ommatinae,"A. G.",Ponomarenko,,,,1967
Sphecomyrminae,"belongs to",Formicidae,"E. O.",Wilson,"W. L.",Brown,,1967
Clidastidae,"subjective synonym of",Mosasauridae,"D. A.",Russell,,,,1967
Globidensini,"belongs to",Mosasaurinae,"D. A.",Russell,,,,1967
Triadocupedinae,"belongs to",Cupedidae,"A. G.",Ponomarenko,,,,1967
Edestosauridae,"subjective synonym of",Mosasauridae,"D. A.",Russell,,,,1967
Globidensidae,"subjective synonym of",Mosasauridae,"D. A.",Russell,,,,1967
Mosasaurini,"belongs to",Mosasaurinae,"D. A.",Russell,,,,1967
Plotosaurini,"belongs to",Mosasaurinae,"D. A.",Russell,,,,1967
Plioplatecarpini,"belongs to",Plioplatecarpinae,"D. A.",Russell,,,,1967
Prognathodontini,"belongs to",Plioplatecarpinae,"D. A.",Russell,,,,1967
Sypharopteridae,"belongs to",Insecta,"F. M.",Carpenter,,,,1967
Cordyloidea,"belongs to",Scincomorpha,R.,Hoffstetter,,,,1967
Callaphididae,"belongs to",Aphidoidea,"O. E.",Heie,,,,1967
Brodiidae,"belongs to",Megasecoptera,"F. M.",Carpenter,,,,1967
Thelaxidae,"belongs to",Aphidoidea,"O. E.",Heie,,,,1967
Palaeosiphonini,"belongs to",Phyllaphidinae,"O. E.",Heie,,,,1967
Thelaxinae,"belongs to",Thelaxidae,"O. E.",Heie,,,,1967
Thelaxini,"belongs to",Thelaxinae,"O. E.",Heie,,,,1967
Phloeomyzinae,"belongs to",Thelaxinae,"O. E.",Heie,,,,1967
Hormaphididae,"belongs to",Thelaxidae,"O. E.",Heie,,,,1967
Phyllaphidinae,"belongs to",Callaphididae,"O. E.",Heie,,,,1967
Mindaridae,"belongs to",Thelaxinae,"O. E.",Heie,,,,1967
Hormaphidini,"belongs to",Hormaphididae,"O. E.",Heie,,,,1967
Phyllaphidini,"belongs to",Phyllaphidinae,"O. E.",Heie,,,,1967
Drepanosiphonini,"belongs to",Phyllaphidinae,"O. E.",Heie,,,,1967
Macropodaphidini,"belongs to",Phyllaphidinae,"O. E.",Heie,,,,1967
Pemphiginae,"belongs to",Pemphigidae,"O. E.",Heie,,,,1967
Pachypappini,"belongs to",Pemphiginae,"O. E.",Heie,,,,1967
Trilobita,"belongs to",Arthropoda,"R. A.",Robison,J.,Pantoja-Alor,,1968
Agnostida,"belongs to",Trilobita,"R. A.",Robison,J.,Pantoja-Alor,,1968
Sauropterygia,"belongs to",Reptilia,"J. T.",Thurmond,,,,1968
Cariamidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Cunampaiidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Bathornithidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Alcidae,"belongs to",Charadriiformes,H.,Howard,,,,1968
Anatidae,"belongs to",Anseriformes,H.,Howard,,,,1968
Odontopterygia,"belongs to",Pelecaniformes,H.,Howard,,,,1968
Sulae,"belongs to",Pelecaniformes,H.,Howard,,,,1968
Sulidae,"belongs to",Sulae,H.,Howard,,,,1968
Diomedeidae,"belongs to",Procellariiformes,H.,Howard,,,,1968
Procellariidae,"belongs to",Procellariiformes,H.,Howard,,,,1968
Zalambdalestidae,"belongs to",Leptictoidea,Z.,Kielan-Jaworowska,,,,1968
Paromomyidae,"belongs to",Primates,P.,Robinson,,,,1968
Omomyidae,"belongs to",Lorisiformes,P.,Robinson,,,,1968
Odontoceti,"belongs to",Cetacea,"J. C.",Moore,,,,1968
Squalodontidae,"belongs to",Squalodontoidea,K.,Rothausen,,,,1968
Otariinae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Dusignathinae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Odobeninae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Phorusrhacidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Orthoptera,"belongs to",Orthopteroidea,"A. G.",Sharov,,,,1968
Gryllidae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Pseudorthoceratidae,"belongs to",Pseudorthocerida,"I. S.",Barskov,,,,1968
Muricinae,"belongs to",Muricidae,"E. H.",Vokes,,,,1968
Rhinobatidae,"belongs to",Rhinobatoidea,S.,Jonet,,,,1968
Squalodontoidea,"belongs to",Odontoceti,K.,Rothausen,,,,1968
Patriocetidae,"belongs to",Squalodontidae,K.,Rothausen,,,,1968
Squalodontinae,"belongs to",Squalodontidae,K.,Rothausen,,,,1968
Pristidae,"belongs to",Pristioidea,S.,Jonet,,,,1968
Dasyatidae,"belongs to",Myliobatoidea,S.,Jonet,,,,1968
Hyperoodontoidea,"belongs to",Odontoceti,"J. C.",Moore,,,,1968
Hyperoodontina,"belongs to",Hyperoodontoidea,"J. C.",Moore,,,,1968
Stenothecoida,"belongs to",Mollusca,"E. L.",Yochelson,,,,1968
Ziphiidae,"belongs to",Hyperoodontina,"J. C.",Moore,,,,1968
Tettigoniidae,"belongs to",Tettigoniidea,"A. G.",Sharov,,,,1968
Isoptera,"belongs to",Blattopteroidea,"A. G.",Sharov,,,,1968
Desmatophocinae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Imagotariinae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Allodesmidae,"belongs to",Otariina,"E. D.",Mitchell,,,,1968
Otariini,"belongs to",Otariinae,"E. D.",Mitchell,,,,1968
Arctocephalina,"belongs to",Otariinae,"E. D.",Mitchell,,,,1968
Adelphomyinae,"belongs to",Echimyidae,B.,Patterson,R.,Pascual,,1968
Rajidae,"belongs to",Rajoidea,S.,Jonet,,,,1968
Myliobatidae,"belongs to",Myliobatoidea,S.,Jonet,,,,1968
Ceratopygidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Asaphidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Olenidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Rhinopteridae,"belongs to",Myliobatiformes,S.,Jonet,,,,1968
Calymenidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Pseudagnostidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Leiostegiidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Anaptomorphidae,"belongs to",Tarsiiformes,P.,Robinson,,,,1968
Omomyinae,"belongs to",Omomyidae,P.,Robinson,,,,1968
Phasmatodea,"belongs to",Orthopteroidea,"A. G.",Sharov,,,,1968
Asarotiformes,"belongs to",Actinopterygii,B.,Schaeffer,,,,1968
Asarotidae,"belongs to",Asarotiformes,B.,Schaeffer,,,,1968
Pseudodontornithidae,"belongs to",Odontopterygia,H.,Howard,,,,1968
Polycotylidae,"belongs to",Sauropterygia,"J. T.",Thurmond,,,,1968
Pulchelliidae,"belongs to",Ammonitida,F.,"Etayo Serna",,,,1968
Miocidaridae,"belongs to",Cidaridae,"P. M.",Kier,,,,1968
Geragnostidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Oleninae,"belongs to",Olenidae,"R. A.",Robison,J.,Pantoja-Alor,,1968
Pelturinae,"belongs to",Olenidae,"R. A.",Robison,J.,Pantoja-Alor,,1968
Plicatolininae,"belongs to",Olenidae,"R. A.",Robison,J.,Pantoja-Alor,,1968
Remopleurididae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Saukiidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Shumardiidae,"belongs to",Agnostida,"R. A.",Robison,J.,Pantoja-Alor,,1968
Myliobatoidea,"belongs to",Batoidea,S.,Jonet,,,,1968
Berardiina,"belongs to",Ziphiidae,"J. C.",Moore,,,,1968
Ziphiina,"belongs to",Ziphiidae,"J. C.",Moore,,,,1968
Hyperoodontini,"belongs to",Hyperoodontina,"J. C.",Moore,,,,1968
Tasmacetina,"belongs to",Hyperoodontini,"J. C.",Moore,,,,1968
Indopacetina,"belongs to",Hyperoodontini,"J. C.",Moore,,,,1968
Sepulcinae,"belongs to",Karatavitidae,"A. P.",Rasnitsyn,,,,1968
Caelifera,"belongs to",Orthoptera,"A. G.",Sharov,,,,1968
Proscopiidae,"belongs to",Pneumoridea,"A. G.",Sharov,,,,1968
Pristioidea,"belongs to",Batoidei,S.,Jonet,,,,1968
Rajoidea,"belongs to",Batoidea,S.,Jonet,,,,1968
Pseudorthocerataceae,"belongs to",Pseudorthocerida,"I. S.",Barskov,,,,1968
Rhynchobatidae,"belongs to",Rhinobatoidea,S.,Jonet,,,,1968
Plecoptera,"belongs to",Polyneoptera,"A. G.",Sharov,,,,1968
Brontornithidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Palaeociconiidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Prophororhacidae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Psilopteridae,"belongs to",Cariamae,J.,Cracraft,,,,1968
Nannochoristidae,"belongs to",Eumecoptera,"E. F.",Riek,,,,1968
Ulrichotrypellidae,"belongs to",Trepostomida,T.V.,Romantchuk,A.V.,Kiseleva,,1968
Mytoniinae,"belongs to",Omomyidae,P.,Robinson,,,,1968
Dolichorhynchopidae,"subjective synonym of",Polycotylidae,"J. T.",Thurmond,,,,1968
Torpedinidae,"belongs to",Torpedinoidea,S.,Jonet,,,,1968
Rhinobatoidea,"belongs to",Batoidei,S.,Jonet,,,,1968
Torpedinoidea,"belongs to",Batoidei,S.,Jonet,,,,1968
Palelpidiidae,"belongs to",Holothuridea,H.,Mostler,,,,1968
Kuehnitidae,"belongs to",Holothuridea,H.,Mostler,,,,1968
Blattodea,"belongs to",Blattopteroidea,"A. G.",Sharov,,,,1968
Tcholmanvissiidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Paraplecoptera,"subjective synonym of",Protoblattoidea,"A. G.",Sharov,,,,1968
Chresmodidae,"belongs to",Chresmododea,"A. G.",Sharov,,,,1968
Ensifera,"belongs to",Orthoptera,"A. G.",Sharov,,,,1968
Elcanidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Haglidae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Cyrtophyllitinae,"belongs to",Haglidae,"A. G.",Sharov,,,,1968
Vitimiidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Tridactylidea,"belongs to",Caelifera,"A. G.",Sharov,,,,1968
Tridactylidae,"belongs to",Tridactylidea,"A. G.",Sharov,,,,1968
Schizodactylidae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Protorthoptera,"belongs to",Orthopteroidea,"A. G.",Sharov,,,,1968
Siphlonurinae,"belongs to",Siphlonuridae,G.,Demoulin,,,,1968
Mantodea,"belongs to",Blattopteroidea,"A. G.",Sharov,,,,1968
Mesotitanidae,"belongs to",Titanoptera,"A. G.",Sharov,,,,1968
Gryllacrididae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Xenopteridae,"subjective synonym of",Triassomantidae,"A. G.",Sharov,,,,1968
Oreopteroidea,"belongs to",Zygoptera,"L. N.",Pritykina,,,,1968
Oreopteridae,"belongs to",Oreopteroidea,"L. N.",Pritykina,,,,1968
Asiopteridae,"belongs to",Oreopteroidea,"L. N.",Pritykina,,,,1968
Grylloblattodea,"belongs to",Blattopteroidea,"A. G.",Sharov,,,,1968
Primitiopsidae,"belongs to",Ostracoda,,Adamczak,,,,1968
Zoraptera,"belongs to",Blattopteroidea,"A. G.",Sharov,,,,1968
Permoraphidiidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Aeroplanidae,"belongs to",Xiphopteridea,"A. G.",Sharov,,,,1968
Embioptera,"belongs to",Polyneoptera,"A. G.",Sharov,,,,1968
Oedischiidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Permelcanidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Kamiidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Bintoniellidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Tettavidae,"belongs to",Tettigoniidea,"A. G.",Sharov,,,,1968
Phasmomimidae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Proparagryllacrididae,"belongs to",Ensifera,"A. G.",Sharov,,,,1968
Locustavidae,"belongs to",Locustopsoidea,"A. G.",Sharov,,,,1968
Locustopsidae,"belongs to",Locustopsoidea,"A. G.",Sharov,,,,1968
Eumastacidae,"belongs to",Locustopsoidea,"A. G.",Sharov,,,,1968
Tetrigidae,"belongs to",Tridactylidea,"A. G.",Sharov,,,,1968
Xiphopteridae,"belongs to",Xiphopteridea,"A. G.",Sharov,,,,1968
Cretophasmatidae,"belongs to",Xiphopteridea,"A. G.",Sharov,,,,1968
Phylliidae,"belongs to",Chresmododea,"A. G.",Sharov,,,,1968
Titanoptera,"belongs to",Orthopteroidea,"A. G.",Sharov,,,,1968
Orthopteroidea,"belongs to",Polyneoptera,"A. G.",Sharov,,,,1968
Blattopteroidea,"belongs to",Polyneoptera,"A. G.",Sharov,,,,1968
Protoblattoidea,"belongs to",Polyneoptera,"A. G.",Sharov,,,,1968
Sthenaropodidae,"belongs to",Protorthoptera,"A. G.",Sharov,,,,1968
Oedischiidea,"belongs to",Ensifera,"A. G.",Sharov,,,,1968
Triassomantidae,"belongs to",Oedischiidea,"A. G.",Sharov,,,,1968
Tettigoniidea,"belongs to",Ensifera,"A. G.",Sharov,,,,1968
Locustariae,"subjective synonym of",Tettigoniidea,"A. G.",Sharov,,,,1968
Gryllidea,"belongs to",Ensifera,"A. G.",Sharov,,,,1968
Gryllotalpidae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Isfaropteridae,"belongs to",Haglidae,"A. G.",Sharov,,,,1968
Prophalangopsidae,"subjective synonym of",Haglidae,"A. G.",Sharov,,,,1968
Aboilidae,"subjective synonym of",Haglidae,"A. G.",Sharov,,,,1968
Pamphagopsidae,"subjective synonym of",Haglidae,"A. G.",Sharov,,,,1968
Tshorkuphlebiidae,"belongs to",Haglidae,"A. G.",Sharov,,,,1968
Oecanthinae,"belongs to",Gryllidea,"A. G.",Sharov,,,,1968
Locustopsoidea,"belongs to",Caelifera,"A. G.",Sharov,,,,1968
Cylindrachetidae,"belongs to",Tridactylidea,"A. G.",Sharov,,,,1968
Pneumoridea,"belongs to",Caelifera,"A. G.",Sharov,,,,1968
Pneumoridae,"belongs to",Pneumoridea,"A. G.",Sharov,,,,1968
Acrididea,"belongs to",Caelifera,"A. G.",Sharov,,,,1968
Pamphagidae,"belongs to",Acrididea,"A. G.",Sharov,,,,1968
Pyrgomorphidae,"belongs to",Acrididea,"A. G.",Sharov,,,,1968
Acrididae,"belongs to",Acrididea,"A. G.",Sharov,,,,1968
Xiphopteridea,"belongs to",Phasmatodea,"A. G.",Sharov,,,,1968
Aerophasmidae,"belongs to",Xiphopteridea,"A. G.",Sharov,,,,1968
Chresmododea,"belongs to",Phasmatodea,"A. G.",Sharov,,,,1968
Necrophasmidae,"belongs to",Xiphopteridea,"A. G.",Sharov,,,,1968
Phasmatidae,"belongs to",Chresmododea,"A. G.",Sharov,,,,1968
Paratitanidae,"belongs to",Titanoptera,"A. G.",Sharov,,,,1968
Gigatitanidae,"belongs to",Titanoptera,"A. G.",Sharov,,,,1968
Aeroplanoptera,"subjective synonym of",Xiphopteridea,"A. G.",Sharov,,,,1968
Mancallidae,"belongs to",Alcidae,H.,Howard,,,,1968
Flucticharacidae,"belongs to",Crinoidea,"R. C.",Moore,"R. M.",Jeffords,,1968
Scaphocoridae,"belongs to",Heteroptera,"Y. A.",Popov,,,,1968
Miridae,"belongs to",Cimicoidea,"Y. A.",Popov,,,,1968
Cimicoidea,"belongs to",Heteroptera,"Y. A.",Popov,,,,1968
Mirinae,"belongs to",Miridae,"Y. A.",Popov,,,,1968
Scutelliferini,"belongs to",Mirinae,"Y. A.",Popov,,,,1968
Monstrocoreinae,"belongs to",Coreidae,"Y. A.",Popov,,,,1968
Mesopentacoridae,"belongs to",Cimicoidea,"Y. A.",Popov,,,,1968
Piestini,"belongs to",Oxytelinae,"A. L.",Tikhomirova,,,,1968
Lestevini,"belongs to",Oxytelinae,"A. L.",Tikhomirova,,,,1968
Protoscelinae,"belongs to",Chrysomelidae,"L. N.",Medvedev,,,,1968
Parapamphiliidae,"belongs to",Megalodontoidea,"A. P.",Rasnitsyn,,,,1968
Dolichostigmatinae,"belongs to",Anaxyelidae,"A. P.",Rasnitsyn,,,,1968
Anaxyelinae,"belongs to",Anaxyelidae,"A. P.",Rasnitsyn,,,,1968
Auliscinae,"belongs to",Karatavitidae,"A. P.",Rasnitsyn,,,,1968
Megapteritidae,"belongs to",Symphyta,"A. P.",Rasnitsyn,,,,1968
Pararchexyelidae,"belongs to",Symphyta,"A. P.",Rasnitsyn,,,,1968
Exaesiodiscidae,"belongs to",Crinoidea,"R. C.",Moore,"R. M.",Jeffords,,1968
