"Acrotretida"	"Actinocerida"	"Agelasida"	"Amiiformes"	"Ammonoidea"	"Amphidiscosa"	"Anomalodesmata"	"Apodida"	"Arbacioida"	"Archaeogastropoda"	"Archinacellida"	"Architaenioglossa"	"Arcoida"	"Asaphida"	"Athyridida"	"Atrypida"	"Auloporida"	"Axinellida"	"Belemnitida"	"Bellerophontida"	"Camarodonta"	"Carcharhiniformes"	"Carditoida"	"Cassiduloida"	"Cephalaspida"	"Cephalaspidea"	"Ceratitida"	"Chaetetida"	"Cheilostomata"	"Chimaeriformes"	"Cidaroida"	"Clavulina"	"Clypeasteroida"	"Coenothecalia"	"Conocardiida"	"Conodontophorida"	"Conulariida"	"Cornulitida"	"Corynexochida"	"Craniida"	"Cryptostomata"	"Cryptostomida"	"Ctenacanthiformes"	"Ctenostomata"	"Cyclostomata"	"Cyrtocrinida"	"Cyrtonellida"	"Cyrtoneritimorpha"	"Cystoporata"	"Cystoporida"	"Decapoda"	"Dendrochirotida"	"Dendrocrinida"	"Dendroidea"	"Dentaliida"	"Dictyonellida"	"Diplobathrida"	"Echinoneoida"	"Elasipodida"	"Euomphalina"	"Favositida"	"Fenestrata"	"Fenestrida"	"Fissiculata"	"Gadilida"	"Goniatitida"	"Gorgonacea"	"Graptoloidea"	"Hadromerida"	"Harpetida"	"Helioporacea"	"Heterostrophia"	"Hexactinosa"	"Hexanchiformes"	"Hippuritoida"	"Holasteroida"	"Holectypoida"	"Hyolithida"	"Isocrinida"	"Isorophida"	"Labechiida"	"Lamniformes"	"Lichida"	"Limoida"	"Lingulida"	"Lychniscosa"	"Lyssacinosa"	"Metacopida"	"Milleporina"	"Mimospirida"	"Modiomorphoida"	"Monobathrida"	"Murchisoniina"	"Myliobatiformes"	"Myodocopida"	"Myoida"	"Mytiloida"	"Nautilida"	"Neogastropoda"	"Neoloricata"	"Neotaenioglossa"	"Neritoina"	"Nuculanoida"	"Nuculoida"	"Odontaspidida"	"Oncocerida"	"Ophiurida"	"Orchocladina"	"Orectolobiformes"	"Orthida"	"Orthocerida"	"Orthotetida"	"Orthothecida"	"Palaeocopida"	"Palaeonisciformes"	"Paxillosida"	"Pectinoida"	"Pentamerida"	"Perciformes"	"Phacopida"	"Pharetronida"	"Pholadomyoida"	"Phymosomatoida"	"Platycopida"	"Podocopida"	"Productida"	"Proetida"	"Prolecanitida"	"Protorthida"	"Pseudorthocerida"	"Ptenoglossa"	"Pterioida"	"Pycnodontiformes"	"Rajiformes"	"Reticulosa"	"Rhabdomesida"	"Rhynchonellida"	"Roveacrinida"	"Sagenocrinida"	"Salenioida"	"Scleractinia"	"Sedentarida"	"Serpulimorpha"	"Solemyoida"	"Sorbeoconcha"	"Spatangoida"	"Spiriferida"	"Spiriferinida"	"Spirosclerophorida"	"Spongiomorphida"	"Squaliformes"	"Squatiniformes"	"Stauriida"	"Stellispongiida"	"Stromatoporida"	"Strophomenida"	"Synechodontiformes"	"Tabulospongida"	"Taxocrinida"	"Tentaculitida"	"Terebratulida"	"Thecideida"	"Trepostomida"	"Trigonioida"	"Tryblidiida"	"Unionoida"	"Vaceletida"	"Valvatida"	"Veneroida"
0	0	0	1	187	0	2	3	2	5	0	2	18	0	0	0	0	2	5	0	1	3	6	1	2	12	0	1	11	1	7	2	2	2	0	0	0	0	0	2	0	0	0	0	19	1	0	0	0	0	12	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	3	4	1	1	42	9	3	0	0	0	0	3	0	6	3	8	9	0	1	0	0	0	0	2	0	7	9	3	17	0	24	1	4	4	9	0	10	0	7	0	0	0	0	0	0	3	21	0	0	0	2	5	3	2	16	0	0	0	0	0	2	53	2	7	0	0	5	2	0	1	113	1	6	1	5	9	0	0	1	0	3	1	0	1	0	0	0	0	0	0	9	1	0	13	0	0	1	16	54
0	0	0	3	97	0	4	2	1	5	0	5	21	0	0	0	0	0	6	0	2	5	10	2	1	20	0	1	19	2	3	1	3	1	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	11	0	0	0	1	0	0	3	0	1	0	0	1	0	1	0	0	0	1	0	1	1	3	1	40	13	3	0	1	0	0	6	0	6	1	3	0	0	0	0	0	0	0	5	0	15	11	3	45	0	54	0	8	5	11	0	12	0	10	0	0	0	0	0	0	2	24	0	2	0	1	7	4	2	13	0	0	0	0	0	12	38	3	5	0	0	4	1	0	2	84	1	4	1	16	11	0	0	0	0	5	1	0	1	0	0	1	0	0	0	14	0	0	11	0	1	0	6	67
0	0	0	1	69	0	5	0	3	2	0	4	24	0	0	0	0	0	2	0	0	4	14	6	1	27	0	0	24	3	4	1	4	0	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	20	0	0	0	2	0	0	4	0	2	0	0	0	0	1	0	4	0	0	0	1	0	0	3	47	7	4	0	0	0	0	4	0	9	1	0	0	0	0	0	0	0	0	7	0	18	11	4	58	1	55	0	10	4	10	0	0	0	9	0	0	0	0	0	0	1	25	0	1	0	0	10	6	1	7	0	0	0	0	0	12	41	3	6	0	0	2	1	0	2	98	3	8	1	15	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	15	2	0	11	0	0	0	1	76
0	1	0	0	0	1	0	0	0	2	0	0	1	0	24	30	8	0	0	21	0	0	4	0	0	0	0	4	0	0	0	0	0	0	3	24	1	0	16	2	2	0	0	2	2	1	3	2	1	3	0	0	0	7	0	1	11	0	0	33	39	4	2	3	0	0	0	5	0	5	0	0	0	0	0	0	0	3	0	1	0	0	14	0	6	0	0	4	0	4	9	19	37	0	2	0	1	0	0	1	0	1	6	6	0	1	0	1	0	42	11	10	1	29	0	0	3	16	0	44	0	10	0	1	20	28	55	0	1	2	0	18	0	0	0	1	56	0	3	0	0	0	1	1	0	0	70	2	1	0	0	0	82	0	3	51	0	1	2	9	17	0	14	3	1	0	0	0	2
1	1	0	0	0	1	0	1	0	1	0	0	2	0	27	26	12	0	0	15	0	0	4	0	0	0	0	3	0	0	0	0	0	0	6	10	0	1	7	2	0	0	0	2	1	0	1	1	2	2	0	5	0	1	0	1	8	0	0	37	36	2	2	1	0	1	0	1	0	4	0	0	0	0	0	0	0	1	0	1	0	0	12	0	4	0	0	2	0	4	6	10	50	0	0	0	2	1	0	0	0	0	7	11	0	4	1	0	0	32	4	8	1	30	0	0	7	14	0	49	0	16	0	1	14	32	46	0	1	1	0	17	0	0	1	0	51	0	1	0	0	0	0	1	0	0	73	2	0	0	0	0	69	0	7	40	0	0	2	4	21	0	2	3	0	0	1	0	2
0	0	0	0	0	0	0	2	0	2	0	0	3	0	26	36	19	0	0	15	0	0	3	0	0	0	0	6	0	0	0	0	0	0	4	21	0	1	7	3	7	1	0	3	3	0	2	2	7	3	0	7	0	4	0	0	3	0	1	70	44	12	6	4	0	5	0	0	0	5	0	0	0	0	1	0	0	1	0	1	1	0	6	0	7	0	0	15	0	0	6	9	89	0	2	0	1	6	0	1	0	6	5	8	0	5	0	0	0	21	6	8	1	55	0	0	5	13	0	33	0	14	0	2	21	34	43	0	2	1	0	19	0	0	0	3	34	0	2	0	0	1	2	1	0	0	86	3	1	0	0	0	148	0	8	31	0	0	2	1	22	0	11	3	0	1	1	0	5
0	0	0	0	0	1	0	1	0	0	0	0	0	0	10	22	9	0	0	5	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	17	0	0	2	2	0	0	0	0	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	20	14	0	2	0	0	4	0	0	0	0	0	0	8	0	1	0	0	1	0	0	1	0	1	0	6	0	0	2	0	0	4	2	25	0	6	0	0	0	0	0	2	2	2	1	0	0	0	9	0	5	0	5	0	15	0	0	3	4	0	9	0	7	0	1	18	21	5	0	0	0	0	15	0	0	1	2	33	0	1	0	0	1	0	2	0	0	33	2	0	0	0	0	56	0	6	11	0	0	2	1	7	0	7	1	0	0	0	0	3
0	1	0	0	0	3	0	0	0	0	0	0	1	0	12	2	3	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	18	0	1	0	5	1	0	2	0	1	0	0	1	1	0	1	0	3	0	0	0	0	0	0	7	6	3	2	2	0	25	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	8	0	1	0	0	0	2	6	18	0	2	0	0	1	0	0	0	0	3	3	0	1	1	7	0	5	2	4	0	7	0	0	9	0	0	7	0	4	0	1	10	32	17	2	0	3	0	10	0	0	1	4	49	0	1	0	0	1	0	0	0	0	31	3	0	0	0	0	24	0	2	2	0	0	2	0	5	0	6	2	0	0	0	0	1
0	0	0	0	62	0	1	2	0	1	0	0	9	0	2	0	0	1	2	0	0	0	12	0	2	0	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	7	1	0	3	4	0	0	0	0	7	0	1	3	4	2	0	2	3	1	6	4	0	0	3	0	0	0	0	0	0	0	1	0	28	0	0	0	0	13	0	2	10	0	0	0	0	0	0	38	1	0	0	0	20	0	1	0	39	1	0	1	4	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	16	0	0	12	0	1	1	1	22
0	0	0	0	59	0	1	1	0	2	0	0	5	0	2	0	0	0	4	0	0	0	6	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	4	0	0	0	0	6	1	0	1	5	0	0	0	0	3	0	1	1	6	2	0	0	1	1	5	1	0	0	3	0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0	1	21	0	0	0	0	0	0	35	0	0	0	0	27	0	1	0	70	2	1	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	23	0	0	8	0	1	0	0	14
0	0	0	0	91	0	1	0	0	2	0	1	6	0	1	0	0	1	21	0	0	0	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	4	3	0	0	2	0	0	0	0	3	0	2	3	8	2	0	0	3	1	8	2	0	0	12	0	0	0	0	0	0	0	0	0	27	0	0	0	0	14	0	2	25	0	0	0	0	0	0	33	0	3	0	0	25	0	1	1	49	1	0	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	13	0	0	0	0	21
0	0	0	1	103	0	1	3	1	6	0	3	11	0	0	0	0	3	5	0	0	1	17	0	3	1	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	2	7	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	0	1	0	2	0	0	0	0	6	1	1	0	0	0	0	0	0	2	0	0	5	12	4	0	1	9	1	3	3	0	0	7	0	3	1	0	0	0	0	0	2	20	0	0	0	1	14	1	2	20	0	0	0	0	0	0	36	2	2	0	0	40	0	1	3	111	5	1	0	6	0	0	0	3	0	1	0	0	4	1	0	2	0	0	0	43	2	0	9	0	2	0	4	28
0	0	3	1	215	0	2	7	2	5	0	3	18	0	0	0	0	23	12	0	0	0	24	0	4	2	0	4	1	1	13	3	0	0	0	0	0	0	0	1	0	0	0	0	12	3	0	0	0	0	7	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	9	31	0	9	0	1	0	3	0	0	0	0	11	1	21	1	0	0	0	1	0	2	0	0	9	13	7	0	0	22	1	9	6	0	0	6	0	2	0	0	0	0	0	0	3	28	0	0	0	3	22	1	2	25	0	0	0	0	0	1	46	5	1	0	0	34	1	1	6	177	7	8	2	10	0	0	0	10	2	2	0	0	11	1	0	3	2	0	0	71	4	1	17	0	3	0	3	53
0	0	1	0	101	0	1	0	2	0	0	4	12	0	0	0	0	12	11	0	0	0	17	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	7	0	1	0	0	0	0	0	0	8	3	1	0	0	0	0	0	0	0	0	1	5	12	3	0	0	4	1	4	3	0	0	4	1	0	0	0	0	0	0	0	2	24	0	0	0	0	10	0	1	0	0	0	0	0	0	0	32	0	0	0	0	4	1	1	1	123	3	1	1	4	0	0	0	2	1	0	0	0	7	0	0	0	3	0	0	16	0	1	15	0	1	0	4	37
12	2	0	0	0	1	2	0	0	1	1	0	0	98	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	30	0	0	17	1	1	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	1	0	0	1	0	2	0	21	0	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	6	0	27	8	0	1	5	0	0	0	13	0	23	0	0	0	0	2	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	0	2	0	0	0	1
5	14	0	0	0	0	2	0	0	0	2	0	6	113	0	0	0	0	0	10	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	54	0	0	15	2	1	0	0	0	0	0	3	0	2	0	0	0	0	11	0	0	0	0	0	22	0	0	0	0	0	0	2	43	0	3	0	0	0	0	0	0	0	4	0	1	2	0	5	0	22	0	0	0	0	4	11	0	14	0	0	0	2	0	0	0	0	0	5	8	0	8	0	5	0	66	17	1	2	11	0	0	0	24	0	59	0	0	0	1	1	0	34	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	3	0	3	0	0	0	1
4	16	1	0	0	0	1	0	0	0	3	0	3	70	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	47	0	0	14	1	2	1	0	0	0	0	3	0	4	0	0	0	0	5	0	0	0	0	0	20	0	1	0	0	0	0	0	44	0	4	0	0	0	0	0	0	0	1	0	0	4	0	7	0	11	0	0	2	0	3	4	0	12	0	0	0	0	0	0	0	0	0	2	9	0	6	0	9	0	56	24	6	1	41	0	0	0	8	0	50	0	1	0	0	4	0	9	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	46	0	0	0	0	0	0	16	0	0	0	1	0	0
10	10	3	0	0	4	1	0	0	0	1	0	6	77	2	16	7	0	0	28	0	0	0	0	0	0	0	3	1	0	0	0	0	0	5	52	0	1	26	6	18	2	0	1	2	0	7	0	10	1	0	1	0	6	0	2	12	0	0	27	5	6	2	0	0	0	0	36	0	4	0	0	0	0	0	0	0	2	0	8	14	0	19	0	26	0	3	5	0	3	17	6	29	0	0	0	0	0	0	1	0	0	9	15	0	19	0	5	0	79	33	11	2	82	0	0	0	16	0	88	0	5	0	0	11	1	23	0	1	1	0	9	0	0	4	5	12	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	18	0	1	79	0	0	0	1	0	0	49	0	2	0	3	0	0
7	7	4	0	0	0	0	0	0	0	2	0	4	34	4	15	8	0	0	17	0	0	2	0	0	0	0	4	2	0	0	0	0	0	4	42	0	1	20	4	18	2	0	1	5	1	3	0	9	1	0	1	0	3	0	1	2	0	0	27	10	8	2	0	0	0	0	25	1	3	0	0	0	0	0	0	0	5	0	5	13	0	20	0	14	0	1	2	0	5	12	4	32	0	0	0	1	0	0	0	0	0	3	10	0	14	0	1	0	84	21	9	3	27	0	0	0	12	0	63	0	5	0	0	4	0	19	0	2	1	0	9	0	0	1	6	13	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	41	0	0	60	0	0	1	1	0	0	37	0	1	0	3	0	0
0	0	1	0	0	0	0	1	0	2	3	0	3	0	5	0	13	0	0	8	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	2	2	0	0	4	2	3	2	1	1	0	0	1	1	9	0	0	4	0	1	1	0	0	2	14	2	9	18	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	5	22	0	0	0	4	4	0	1	0	0	7	2	0	0	1	1	0	5	0	20	0	15	0	0	22	0	0	0	0	30	0	1	13	104	4	9	0	2	0	14	0	0	1	6	18	0	0	0	0	0	0	1	0	0	56	20	1	0	0	0	70	0	0	0	1	0	0	0	16	0	5	1	0	0	1	0	1
0	0	20	0	0	0	0	1	0	3	2	0	3	0	11	0	5	0	0	8	0	0	3	0	0	0	1	0	0	1	0	0	0	0	6	0	3	0	0	3	0	4	1	0	0	0	0	1	1	12	0	0	16	0	2	1	0	0	0	19	8	6	26	2	1	40	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	4	4	0	1	0	0	0	0	3	41	0	0	0	4	19	0	10	1	1	9	3	0	0	1	6	0	4	1	19	0	19	0	0	33	0	0	0	0	24	0	2	18	181	12	14	0	2	0	25	0	0	6	8	34	0	2	0	0	0	0	2	2	0	53	24	1	0	0	0	83	1	0	0	1	0	1	0	33	0	9	8	0	0	6	0	1
0	0	71	0	0	3	0	9	0	5	2	0	2	0	14	0	3	3	0	9	0	0	4	0	0	0	2	2	0	0	0	0	0	0	4	5	3	0	0	4	3	6	3	0	0	0	0	1	3	16	0	3	2	0	2	1	0	0	0	15	12	9	25	0	0	51	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	4	0	4	2	1	0	1	3	37	0	1	0	5	10	0	2	0	1	5	3	0	0	1	10	0	8	0	20	0	18	0	0	35	0	0	0	0	22	0	2	22	209	9	9	0	0	0	32	0	0	5	13	38	0	2	0	1	0	0	3	0	0	61	22	2	0	0	0	68	4	0	0	0	1	0	1	33	0	21	8	0	1	26	0	1
0	0	22	0	0	0	0	3	0	0	1	0	2	0	21	0	2	2	0	7	0	0	3	0	0	0	55	0	0	0	1	0	0	0	1	8	2	0	0	0	0	2	1	0	1	0	0	0	1	6	1	3	1	0	3	1	0	0	3	7	10	3	19	0	0	16	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	1	0	1	1	0	1	1	24	0	5	0	3	24	0	1	1	0	4	2	0	0	3	0	0	9	1	19	0	31	5	0	32	0	0	0	0	23	0	3	49	147	8	10	0	4	0	25	0	0	0	5	23	0	0	0	0	1	0	2	2	0	41	15	0	1	0	0	27	3	0	0	0	1	0	0	22	0	12	3	0	2	16	0	1
1	3	0	0	0	0	0	0	0	0	0	0	2	3	15	31	14	0	0	23	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	18	1	1	19	1	8	1	0	0	0	1	1	1	5	1	0	0	0	7	0	1	10	0	0	26	18	7	2	1	0	0	0	39	0	4	0	0	0	0	1	0	0	3	0	2	2	0	31	0	6	0	0	4	0	1	8	26	26	0	1	0	0	0	0	0	0	0	4	7	0	7	0	0	0	51	13	7	0	25	0	0	0	33	0	54	0	5	0	1	3	5	20	0	1	0	0	10	0	0	0	4	26	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	68	0	2	45	0	0	1	1	0	0	15	0	1	0	0	0	0
1	4	11	0	0	1	0	0	0	1	0	0	2	2	34	41	13	0	0	24	0	0	3	0	0	0	1	4	0	0	0	0	0	0	7	25	1	4	13	2	11	1	0	1	7	0	2	1	12	4	0	0	0	6	2	1	17	0	0	40	34	7	2	2	0	0	0	23	0	3	0	0	0	0	1	0	0	2	0	2	5	0	36	0	6	0	2	3	0	4	12	31	46	0	7	0	1	1	0	0	0	0	8	13	0	23	0	4	0	47	33	21	2	59	1	0	3	46	0	64	0	9	0	4	11	9	31	0	2	2	0	25	0	0	0	2	43	0	10	0	0	1	1	2	0	0	39	2	0	0	0	0	87	0	2	64	0	1	3	4	1	0	27	1	5	0	0	0	4
0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	3	0	0	2	0	0	0	175	0	0	0	2	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	0	1	0	0	0	0	0	9	0	1	0	4	11	0	1	1	2	5	3	0	0	4	0	0	2	3	0	0	6	6	0	23	0	0	0	0	11	0	2	10	9	0	2	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	4	0	4	0	0	1
0	0	13	1	2	0	0	5	0	7	0	1	3	0	13	1	0	3	0	0	1	0	8	0	0	0	135	1	0	0	5	1	0	0	0	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	8	0	0	5	0	0	0	1	5	0	0	0	0	0	1	0	0	8	0	0	0	4	0	2	0	0	0	4	0	0	0	0	10	6	0	0	1	1	0	0	0	18	0	3	0	11	6	0	0	15	5	6	2	0	0	7	0	0	0	2	0	0	2	2	0	21	0	0	0	2	9	0	2	21	0	0	0	0	0	1	35	0	0	0	0	20	3	0	0	42	5	0	1	0	0	0	21	0	2	0	0	0	3	0	1	1	0	0	0	17	0	6	4	0	7	7	0	11
0	0	13	0	1	0	1	5	0	4	0	2	5	0	20	0	0	2	1	0	0	0	8	0	0	0	106	2	0	0	12	1	0	0	0	16	0	0	0	1	1	0	1	0	4	0	0	0	1	0	1	7	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	4	0	0	5	0	0	0	4	0	0	0	0	6	3	0	0	0	1	0	0	0	15	0	0	0	9	9	0	0	14	4	4	3	0	0	1	0	0	0	2	0	0	1	2	0	22	0	0	0	1	9	0	1	11	0	0	0	0	0	1	32	0	0	0	0	22	3	0	0	48	1	0	0	1	0	0	24	0	4	0	0	0	4	0	1	1	1	0	0	17	3	7	12	0	6	12	0	10
0	0	36	0	4	1	1	4	0	13	1	1	5	0	12	0	0	7	0	0	0	0	12	0	1	1	82	5	0	0	9	0	0	0	0	10	1	0	0	0	1	0	2	0	5	0	0	1	0	1	3	7	0	0	2	0	0	0	2	6	0	0	0	0	0	0	1	0	7	0	0	0	1	0	12	0	0	0	2	0	1	0	0	9	2	0	0	1	1	0	0	0	17	0	0	1	8	7	0	0	31	9	5	6	0	0	7	0	0	0	2	0	0	1	4	0	36	0	0	0	1	17	0	1	10	0	0	0	0	0	1	32	0	0	0	0	20	1	0	0	88	1	0	1	6	0	0	18	0	7	0	0	0	5	0	1	2	1	0	0	20	2	4	14	0	6	34	1	16
