"phylum","class","order","family","otu"
"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Nuculana (Scaeoleda)"
"Mollusca","Gastropoda","Neogastropoda","Terebridae","Spineoterebra"
"Mollusca","Cephalopoda","Ammonitida","Pachydiscidae","Hoepenites"
"Mollusca","Bivalvia","Veneroidei","","Austromacoma"
"Mollusca","Gastropoda","Neogastropoda","","Preangeria"
"Mollusca","Gastropoda","Allogastropoda","Mathildidae","Mathilda (Mathilda)"
"Mollusca","Gastropoda","Neogastropoda","Borsoniidae","Pulsarella"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Centrospira"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Indomitrella"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Chicoreus (Naquetia)"
"Mollusca","Gastropoda","Sorbeoconcha","Thiaridae","Striatella"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Aplus"
"Mollusca","Gastropoda","","Personidae","Personopsis"
"Mollusca","Cephalopoda","Ammonitida","Collignoniceratidae","Pseudobarroisiceras"
"Cnidaria","Anthozoa","Scleractinia","Meandrinidae","Diplocteniopsis"
"Cnidaria","Anthozoa","Scleractinia","Meandrinidae","Ondadiplocteniopsis"
"Cnidaria","Anthozoa","Scleractinia","Diplocteniopsidae","Paradiplocteniopsis"
"Mollusca","Cephalopoda","Ammonitida","Eoderoceratidae","Leptomicroceras"
"Mollusca","Cephalopoda","Ammonitida","Eoderoceratidae","Microderoceras"
"Mollusca","Cephalopoda","Ammonitida","Pachydiscidae","Eopachydiscus"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Grandinectes"
"Echinodermata","Crinoidea","Diplobathrida","Anthracocrinidae","Deocrinus"
"Echinodermata","Crinoidea","Diplobathrida","Anthracocrinidae","Hercocrinus"
"Cnidaria","Anthozoa","Favositida","Pachyporidae","Yakunopora"
"Brachiopoda","Rhynchonellata","Terebratulida","Dallinidae","Dallina"
"Mollusca","Gastropoda","Sorbeoconcha","Turritellidae","Acutospira"
"Mollusca","Bivalvia","Veneroidei","Vesicomyidae","Akebiconcha"
"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Extractrix"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Thatcheria"
"Mollusca","Gastropoda","Murchisoniina","Zygopleuridae","Xizangospira"
"Mollusca","Gastropoda","","Epitoniidae","Cirsotrema (Coroniscala)"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Ameranna"
"Mollusca","Cephalopoda","Ammonitida","Ancyloceratidae","Anglesites"
"Mollusca","Cephalopoda","Ammonitida","Heteroceratidae","Calanquites"
"Mollusca","Cephalopoda","Ammonitida","Heteroceratidae","Barguesiella"
"Mollusca","Cephalopoda","Ammonitida","Heteroceratidae","Giovaraites"
"Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Stenoplax"
"Mollusca","Gastropoda","Neogastropoda","Pseudolividae","Maralsenia"
"Cnidaria","Anthozoa","Scleractinia","Merulinidae","Paraleptoria"
"Mollusca","Gastropoda","","Turbinidae","Ormastralium"
"Mollusca","Gastropoda","","Turbinidae","Cirsonella"
"Mollusca","Gastropoda","Patellogastropoda","Lepetidae","Propilidium"
"Mollusca","Gastropoda","","Trochidae","Granulifera"
"Mollusca","Gastropoda","Sorbeoconcha","Planaxidae","Medoriopsis"
"Mollusca","Gastropoda","","Cocculinidae","Dallia"
"Mollusca","Gastropoda","","Rissoidae","Stossichia"
"Mollusca","Gastropoda","Sorbeoconcha","Siliquariidae","Siliquaria"
"Mollusca","Gastropoda","","Cerithiopsidae","Cerithiopsida"
"Mollusca","Gastropoda","","Cerithiopsidae","Metaxia"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Philbertia"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangelia"
"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Merica"
"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Aneurystoma"
"Mollusca","Cephalopoda","Ammonitida","Parkinsoniidae","Acuariceras"
"Echinodermata","Edrioasteroidea","Edrioasterida","Edrioasteridae","Pseudedriophus"
"Echinodermata","Edrioasteroidea","Edrioasterida","Astrocystitidae","Porosublastus"
"Mollusca","Gastropoda","","Cypraeidae","Epona"
"Mollusca","Gastropoda","","Cypraeidae","Palaeocypraea (Pustulariopsis)"
"Echinodermata","Eocrinoidea","","","Haimacystis"
"Mollusca","Cephalopoda","Goniatitida","Eoshumarditidae","Eoshumardites"
"Mollusca","Cephalopoda","Ammonitida","Cardioceratidae","Eckhardites"
"Mollusca","Cephalopoda","Agoniatitida","Werneroceratidae","Praewerneroceras"
"Arthropoda","Insecta","Coleoptera","Dermestidae","Aethriostoma"
"Arthropoda","Trilobita","Agnostida","Eodiscidae","Discomesites"
"Arthropoda","Trilobita","Proetida","","Dohmiella"
"Mollusca","Cephalopoda","Ammonitida","Coeloceratidae","Meridiceras"
"Mollusca","Gastropoda","Thecosomata","Limacinidae","Striolimacina"
"Mollusca","Gastropoda","Thecosomata","Cavoliniidae","Hyalocylis"
"Mollusca","Cephalopoda","Ceratitida","Xenodiscidae","Arasella"
"Mollusca","Cephalopoda","Ceratitida","Dzhulfitidae","Julfotirolites"
"Cnidaria","Scyphozoa","","","Conchopeltis"
"Arthropoda","Trilobita","Asaphida","","Yumenaspis"
"Arthropoda","Trilobita","Phacopida","Acastidae","Coltraneia"
"Arthropoda","Trilobita","Phacopida","Acastidae","Hollardops"
"Arthropoda","Trilobita","Phacopida","Acastidae","Walliserops"
"Mollusca","Cephalopoda","Ammonitida","Coeloceratidae","Andicoeloceras"
"Mollusca","Gastropoda","","Trochidae","Coeloconulus"
"Mollusca","Cephalopoda","Ammonitida","Hildoceratidae","Argutarpites"
"Mollusca","Cephalopoda","Ammonitida","Arietitidae","Coronoceras"
"Mollusca","Cephalopoda","Ammonitida","Arietitidae","Eucoroniceras"
"Arthropoda","Myriapoda","","","Eileticus"
"Onychophora","","","","Helenodora"
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Dislobosaspis"
"Arthropoda","Trilobita","Corynexochida","Styginidae","Pseudostygina"
"Arthropoda","Trilobita","Asaphida","Cyclopygidae","Quadrapyge"
"Echinodermata","","Parablastoidea","","Pachyocrinus"
"Arthropoda","Trilobita","Ptychopariida","","Holasaphus"
"Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Schizaster (Ova)"
"Mollusca","Bivalvia","Pectinida","","Huncalotis"
"Mollusca","Tergomya","Tryblidiida","Micropilinidae","Micropilina"
"Mollusca","Gastropoda","Basommatophora","Lymnaeidae","Stagnicola"
"Mollusca","Gastropoda","Basommatophora","Planorbidae","Planorbarius"
"Mollusca","Gastropoda","","Zonitidae","Archaeozonites"
"Mollusca","Gastropoda","","Helicidae","Megalotachea"
"Mollusca","Gastropoda","","Hygromiidae","Leucochroopsis"
"Mollusca","Cephalopoda","Ceratitida","Trachyceratidae","Falsanolcites"
"Mollusca","Gastropoda","","Hydrobiidae","Ctyrokya"
"Mollusca","Gastropoda","","Helicidae","Palaeotachea"
"Brachiopoda","Strophomenata","Productida","Cyclacanthariidae","Gundaria"
"Brachiopoda","Rhynchonellata","Terebratulida","Postepithyrididae","Crispithyris"
"Brachiopoda","Rhynchonellata","Terebratulida","Chlidonophoridae","Disculina"
"Mollusca","Cephalopoda","Ammonitida","Perisphinctidae","Dichotomosphintes"
"Mollusca","Cephalopoda","Ammonitida","Hoplitidae","Semenoviceras (Semenoviceras)"
"Mollusca","Cephalopoda","Ammonitida","Hoplitidae","Planihoplites"
"Mollusca","Gastropoda","Basommatophora","Lymnaeidae","Lymnaea"
"Echinodermata","Ophiuroidea","Ophiurida","Ophiolepididae","Enakomusium"
"Echinodermata","Ophiuroidea","Ophiurida","Ophiolepididae","Eozonella"
"Mollusca","Gastropoda","Cerithimorpha","Orthonemidae","Spiromphalus"
"Mollusca","Gastropoda","Heterostrophia","","Jaccardiella"
"Mollusca","Cephalopoda","Ammonitida","Neocomitidae","Belbekiceras"
"Mollusca","Cephalopoda","Ammonitida","Neocomitidae","Pseudacanthodiscus"
"Arthropoda","Insecta","Raphidioptera","Mesoraphidiidae","Proraphidia"
"Echinodermata","Crinoidea","Uintacrinida","","Marsupites"
"Arthropoda","Malacostraca","Lophogastrida","Eucopiidae","Yunnanocopia"
"Mollusca","Bivalvia","Veneroidei","Mactridae","Podolimactra"
"Mollusca","Cephalopoda","Ammonitida","Cleoniceratidae","Bellidiscus"
"Mollusca","Cephalopoda","Ammonitida","Cleoniceratidae","Vnigriceras"
"Mollusca","Cephalopoda","Diplobelida","Diplobelidae","Conoteuthis"
"Echinodermata","","Parablastoidea","Blastocystidae","Eurekablastus"
"Echinodermata","","Parablastoidea","Blastocystidae","Parabolablastus"
"Porifera","Demospongea","Agelasida","Preperonidellidae","Milyasa"
"Porifera","Demospongea","Agelasida","Stellispongiellidae","Taurispongia"
"Porifera","Demospongea","Agelasida","Stellispongiellidae","Caelispongia"
"Porifera","Demospongea","Chaetetida","","Obscurospongia"
"Mollusca","Cephalopoda","Ammonoidea","","Cordubiceras"
"Mollusca","Cephalopoda","Ammonitida","Himalayitidae","Pratumidiscus"
"Mollusca","Gastropoda","Neogastropoda","","Sparella"
"Mollusca","Gastropoda","","Pediculariidae","Cyproglobina (Cyproglobina)"
"Mollusca","Gastropoda","Neogastropoda","","Micrancilla"
"Mollusca","Gastropoda","Neogastropoda","","Bearizia"
"Mollusca","Gastropoda","Thecosomata","Limacinidae","Pakistania"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Gantechinobathra"
"Mollusca","Gastropoda","","Triphoridae","Eocautor"
"Mollusca","Gastropoda","","Pyramidellidae","Terebronilla"
"Mollusca","Gastropoda","","Pyramidellidae","Belonidium"
"Mollusca","Gastropoda","","Strombidae","Tibiochilus"
"Arthropoda","Insecta","Orthoptera","Gryllidae","Araripegryllus"
"Mollusca","Gastropoda","Neogastropoda","Mitridae","Pyrenomitra"
"Mollusca","Gastropoda","Neogastropoda","Volutidae","Involuta"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Serrata"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Nudifaba"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Pyrenoturris"
"Mollusca","Gastropoda","Basommatophora","Physidae","Aplexa"
"Mollusca","Gastropoda","Neogastropoda","Volutidae","Sindhiluta"
"Mollusca","Gastropoda","Neogastropoda","Pholidotomidae","Pakiluta"
"Mollusca","Gastropoda","","Vanikoridae","Leptonotis"
"Mollusca","Gastropoda","","","Bulimus"
"Mollusca","","Sachitida","Siphogonuchitidae","Calvapilosa"
"Mollusca","Gastropoda","","","Peraubium"
"Mollusca","Cephalopoda","Nautilida","Paranautilidae","Indonautilus"
"Mollusca","Cephalopoda","Nautilida","Paranautilidae","Picardiceras"
"Mollusca","Cephalopoda","Ceratitida","Hungaritidae","Paraceratitoides"
"Mollusca","Cephalopoda","Ceratitida","Hungaritidae","Negebites"
"Mollusca","Cephalopoda","Ceratitida","Hungaritidae","Gevanites"
"Arthropoda","Ostracoda","Palaeocopida","","Eoaquapulex"
"Echinodermata","Crinoidea","Diplobathrida","Anthracocrinidae","Fombuenacrinus"
"Echinodermata","Crinoidea","Diplobathrida","Anthracocrinidae","Dalicrinus"
"Echinodermata","Crinoidea","Monobathrida","Patelliocrinidae","Eopatelliocrinus"
"Mollusca","Gastropoda","Sorbeoconcha","Melanopsidae","Pseudobellardia"
"Mollusca","Gastropoda","Sorbeoconcha","Pachychilidae","Eginea"
"Brachiopoda","Strophomenata","Productida","Araksalosiidae","Agramatia"
"Brachiopoda","","","","Plectorhynchonella"
"","","Tentaculitida","Dentiannulatidae","Dentiannulates"
"Mollusca","Gastropoda","Murchisoniina","Palaeozygopleuridae","Heteroloxonema"
"Brachiopoda","Strophomenata","Strophomenida","Eopholidostrophiidae","Megapholidostrophia"
"Brachiopoda","Strophomenata","Strophomenida","Aegiromenidae","Aegiromenella"
"Mollusca","Gastropoda","","Naticopsidae","Catubrina"
"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Strungia"
"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Trimarginia"
"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Magharina"
"Brachiopoda","Strophomenata","Strophomenida","Glyptomenidae","Pionomena"
"Echinodermata","Asteroidea","Platyasterida","Palasteriscidae","Lanthanaster"
"Mollusca","Bivalvia","Pectinida","Anomiidae","Huyella"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Cyphomenoides"
"Porifera","Sclerospongiae","Radiofibrosclerida","","Radiofibrosclera"
"Mollusca","Cephalopoda","Ammonitida","Haploceratidae","Hypoglochiceras"
"Mollusca","Gastropoda","","Fissurellidae","Parmophorus"
"Mollusca","Gastropoda","Cycloneritimorpha","Helicinidae","Helicina"
"Cnidaria","Anthozoa","","Paleocyclidae","Acanthocyclus"
"Arthropoda","Ostracoda","Podocopida","","Kaesleria"
"Arthropoda","Ostracoda","Podocopida","","Digmocythere"
"Mollusca","Cephalopoda","Ammonitida","Sphenodiscidae","Manambolites"
"Brachiopoda","Rhynchonellata","Atrypida","Atrypidae","Atrypa (Gotatrypa)"
"Brachiopoda","Rhynchonellata","Spiriferida","Cyrtiidae","Mictospirifer"
"Arthropoda","","Decapoda","Majidae","Micromaia"
"Arthropoda","","Decapoda","Pilumnidae","Eohalimede"
"Arthropoda","","Decapoda","Hypothalassiidae","Lathahypossia"
"Arthropoda","","Decapoda","Albuneidae","Stemonopa"
"Arthropoda","","Decapoda","Diogenidae","Parapaguristes"
"Arthropoda","","Decapoda","Raninidae","Carinatus"
"Arthropoda","","Decapoda","Homolidae","Metahomola"
"Arthropoda","","Decapoda","Raninidae","Eucorystes"
"Arthropoda","","Decapoda","Dorippidae","Eodorippe"
"Arthropoda","","Decapoda","Callianassidae","Lepidophthalmus"
"Arthropoda","","Decapoda","Majidae","Mithraculus"
"Arthropoda","","Decapoda","Portunidae","Laleonectes"
"Arthropoda","","Decapoda","Xanthidae","Micropanope"
"Arthropoda","Maxillopoda","Sessilia","Chthamalidae","Chthamalus"
"Arthropoda","","Decapoda","","Glyptodynomene"
"Mollusca","Cephalopoda","Ammonitida","Desmoceratidae","Caseyella"
"Mollusca","Cephalopoda","Ammonitida","Cardioceratidae","Pseudocadoceras"
"Mollusca","Cephalopoda","","Belemnitidae","Arctoteuthis"
"Mollusca","Bivalvia","Veneroidei","","Callistalox"
"Mollusca","Rostroconchia","Ribeirioida","","Jinonicella"
"Mollusca","Bivalvia","Ostreida","Gryphaeidae","Palaeogyra"
"Mollusca","Bivalvia","Ostreida","Ostreidae","Helvetostrea"
"Mollusca","Cephalopoda","Ammonitida","Perisphinctidae","Rasenia (Rasenioides)"
"Mollusca","Bivalvia","","","Ctenolima"
"Mollusca","Bivalvia","Ostreida","Gryphaeidae","Boreiodeltoideum"
"Mollusca","Bivalvia","Ostreida","Gryphaeidae","Argutostrea"
"Mollusca","Bivalvia","Veneroidei","Veneridae","Microcalva"
"Mollusca","Bivalvia","Ostreida","Gryphaeidae","Vatonnei"
"Arthropoda","","Decapoda","Xanthidae","Cyclodius"
"Arthropoda","","Decapoda","Pilumnidae","Cryptolutea"
"Arthropoda","","Decapoda","Macrophthalmidae","Mareotis"
"Arthropoda","","Decapoda","Epialtidae","Pisoides"
"Arthropoda","","Decapoda","Carinocarcinoididae","Bicarinocarcinus"
"Arthropoda","","Decapoda","Dorippidae","Heikeopsis"
"Arthropoda","","Decapoda","Xanthidae","Xanthias"
"Arthropoda","","Decapoda","Epialtidae","Hyastenus"
"Arthropoda","","Decapoda","Portunidae","Saratunus"
"Arthropoda","Trilobita","Phacopida","Pilekiidae","Sinoparapilekia"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Novaspis"
"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Dystactella"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Anechophragma"
"Arthropoda","","Decapoda","Tetraliidae","Eurotetralia"
"Arthropoda","","Decapoda","Tetraliidae","Tetralia"
"Arthropoda","","Decapoda","Trapeziidae","Archaeotetra"
"Arthropoda","","Decapoda","Trapeziidae","Eomaldivia"
"Arthropoda","","Decapoda","Aeglidae","Haumuriaegla"
"Brachiopoda","Rhynchonellata","Pentamerida","Eostrophiidae","Syntrophioides"
"Brachiopoda","Strophomenata","Strophomenida","Taffiidae","Spanodonta"
"Brachiopoda","Strophomenata","Strophomenida","Taffiidae","Tinopena"
"Brachiopoda","Strophomenata","Billingsellida","Gonambonitidae","Oslogonites"
"Brachiopoda","Rhynchonellata","Pentamerida","Clarkellidae","Fenxiangella"
"Brachiopoda","Strophomenata","Billingsellida","Gonambonitidae","Anchigonites"
"Brachiopoda","Lingulata","Lingulida","Acrothelidae","Conodiscus"
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius (Caesia)"
"Arthropoda","Trilobita","Ptychopariida","Palaeolenidae","Enixus"
"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae","Kassinella (Kassinella)"
"Brachiopoda","Rhynchonellata","Pentamerida","Parastrophinidae","Eostrophina"
"Brachiopoda","Rhynchonellata","Orthida","Chrustenoporidae","Wangyuella"
"Brachiopoda","Craniata","Trimerellida","Trimerellidae","Peritrimerella"
"Echinodermata","Crinoidea","Diplobathrida","Anthracocrinidae","Goyacrinus"
"Echinodermata","Crinoidea","Diplobathrida","Rhodocrinitidae","Ambonacrinus"
"Echinodermata","Crinoidea","Dendrocrinida","Thenarocrinidae","Picassocrinus"
"Brachiopoda","Strophomenata","Strophomenida","Glyptomenidae","Tashanomena"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Synambonites"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Metambonites"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Bekkerella"
"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae","Dirafinesquina"
"Brachiopoda","Strophomenata","Billingsellida","Polytoechiidae","Peritritoechia"
"Brachiopoda","Strophomenata","Billingsellida","Gonambonitidae","Gonambonites"
"Brachiopoda","Strophomenata","Strophomenida","Christianiidae","Nubialba"
"Echinodermata","Crinoidea","Roveacrinida","Saccocomidae","Crassicoma"
"Brachiopoda","Rhynchonellata","Orthida","Cremnorthidae","Septorthis"
"Brachiopoda","Strophomenata","Strophomenida","Plectambonitidae","Bandaleta"
"Mollusca","Cephalopoda","Ammonitida","Stephanoceratidae","Keppleritiana"
"Mollusca","Cephalopoda","Ammonitida","Stephanoceratidae","Cadomites (Cadomites)"
"Mollusca","Cephalopoda","Endocerida","","Hoyoceras"
"Mollusca","Cephalopoda","Ammonitida","Placenticeratidae","Gissarites"
"Mollusca","Cephalopoda","Ammonoidea","","Saltericeras"
"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Prohecticoceras"
"Brachiopoda","Rhynchonellata","Terebratulida","Dallinidae","Nipponithyris"
"Mollusca","Bivalvia","Pterioida","","Capedopecten"
"Mollusca","Bivalvia","Lucinida","Thyasiridae","Axinulus"
"Mollusca","Bivalvia","Cardiida","Leptonidae","Lepton (Lepton)"
"Mollusca","Bivalvia","Cardiida","Lasaeidae","Mysella"
"Mollusca","Bivalvia","Cardiida","Sportellidae","Anisodonta"
"Mollusca","Bivalvia","Carditida","Astartidae","Goodallia"
"Mollusca","Bivalvia","Thraciida","Periplomatidae","Bontaea"
"Mollusca","Gastropoda","","Adeorbidae","Daronia"
"Mollusca","Gastropoda","","Rissoidae","Alvinia"
"Mollusca","Gastropoda","","Seguenziidae","Ovirissoa"
"Mollusca","Gastropoda","","Rissoellidae","Jeffreysina"
"Mollusca","Gastropoda","","Triphoridae","Norephora"
"Mollusca","Gastropoda","","Epitoniidae","Discoscala"
"Mollusca","Gastropoda","","Epitoniidae","Spiniscala"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Alipurpura"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Eotyphis"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Acamptogenotia"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Aphanitoma"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Boreodrillia"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Pleurotomoides"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Sorgenfreispira"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Magnella"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Metuonella"
"Mollusca","Gastropoda","","Pyramidellidae","Pyrgulina"
"Mollusca","Gastropoda","Architectibranchia","Acteonidae","Actaeon"
"Mollusca","Cephalopoda","Ammonitida","Pseudotissotiidae","Leoniceras"
"Mollusca","Cephalopoda","Ammonitida","Pseudotissotiidae","Donenriquoceras"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Ingridella"
"Mollusca","Cephalopoda","Clymeniida","Biloclymeniidae","Riphaeoclymenia"
"Mollusca","Cephalopoda","Goniatitida","Sporadoceratidae","Spirosporadoceras"
"Mollusca","Cephalopoda","Goniatitida","Cheiloceratidae","Paratorleyoceras"
"Mollusca","Cephalopoda","Goniatitida","Cheiloceratidae","Compactoceras"
"Mollusca","Cephalopoda","Goniatitida","Tornoceratidae","Simicheiloceras"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Lituyapecten"
"Mollusca","Cephalopoda","Ammonitida","Parkinsoniidae","Hlawiceras"
"Mollusca","Cephalopoda","Ceratitida","Xenodiscidae","Aldanoceras"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Patriciapecten"
"Mollusca","Bivalvia","Hippuritida","Caprinuloideidae","Youngicaprina"
"Mollusca","Bivalvia","Hippuritida","Caprinuloideidae","Neokimbleia"
"Echinodermata","Echinoidea","Cassiduloidea","","Conolampas"
"Mollusca","Cephalopoda","Ammonitida","Clydoniceratidae","Delecticeras"
"Mollusca","Cephalopoda","Ammonitida","Strigoceratidae","Cadomoceras"
"Mollusca","Cephalopoda","Ammonitida","Lissoceratidae","Microlissoceras"
"Arthropoda","Malacostraca","Isopoda","","Proidotea"
"Echinodermata","Echinoidea","Cidaroida","Psychocidaridae","Sardocidaris"
"Echinodermata","Echinoidea","Camarodonta","Temnopleuridae","Genocidaris"
"Echinodermata","Echinoidea","Spatangoida","Brissidae","Trachypatagus"
"Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Faorina"
